date,parlay_class,n_legs_bucket,sportmix,contracts,unmapped_flag
2026-07-18,multi-game (independent),8+,mixed,219953,0
2026-07-18,same-game (correlated),2,all-nonsports,159354,0
2026-07-18,same-game (correlated),2,all-sports,48126808,0
2026-07-18,same-game (correlated),3,all-nonsports,124819,0
2026-07-18,same-game (correlated),3,all-sports,49254467,0
2026-07-18,same-game (correlated),3,mixed,268903,0
2026-07-18,same-game (correlated),4,all-nonsports,122544,0
2026-07-18,same-game (correlated),4,all-sports,60906708,0
2026-07-18,same-game (correlated),4,mixed,27700,0
2026-07-18,same-game (correlated),5-7,all-nonsports,404336,0
2026-07-18,same-game (correlated),5-7,all-sports,116091519,0
2026-07-18,same-game (correlated),5-7,mixed,182327,0
2026-07-18,same-game (correlated),8+,all-nonsports,29059,0
2026-07-18,same-game (correlated),8+,all-sports,117956156,0
2026-07-18,same-game (correlated),8+,mixed,2085933,0
2026-07-18,unclassified (pending legs),unknown,unknown,98433,1
2026-07-19,multi-game (independent),2,all-sports,25774065,0
2026-07-19,multi-game (independent),2,mixed,134390,0
2026-07-19,multi-game (independent),3,all-sports,22472117,0
2026-07-19,multi-game (independent),3,mixed,124299,0
2026-07-19,multi-game (independent),4,all-sports,20358298,0
2026-07-19,multi-game (independent),4,mixed,65306,0
2026-07-19,multi-game (independent),5-7,all-sports,40875699,0
2026-07-19,multi-game (independent),5-7,mixed,56383,0
2026-07-19,multi-game (independent),8+,all-sports,101809086,0
2026-07-19,multi-game (independent),8+,mixed,233177,0
2026-07-19,same-game (correlated),2,all-nonsports,178472,0
2026-07-19,same-game (correlated),2,all-sports,76267892,0
2026-07-19,same-game (correlated),3,all-nonsports,126003,0
2026-07-19,same-game (correlated),3,all-sports,92989573,0
2026-07-19,same-game (correlated),3,mixed,332482,0
2026-07-19,same-game (correlated),4,all-nonsports,138106,0
2026-07-19,same-game (correlated),4,all-sports,85141631,0
2026-07-19,same-game (correlated),4,mixed,103636,0
2026-07-19,same-game (correlated),5-7,all-nonsports,504921,0
2026-07-19,same-game (correlated),5-7,all-sports,111933007,0
2026-07-19,same-game (correlated),5-7,mixed,170294,0
2026-07-19,same-game (correlated),8+,all-nonsports,16023,0
2026-07-19,same-game (correlated),8+,all-sports,93408323,0
2026-07-19,same-game (correlated),8+,mixed,2376540,0
2026-07-19,unclassified (pending legs),unknown,unknown,338294,1
2026-07-20,multi-game (independent),2,all-sports,21510675,0
2026-07-20,multi-game (independent),2,mixed,169338,0
2026-07-20,multi-game (independent),3,all-sports,25453561,0
2026-07-20,multi-game (independent),3,mixed,51451,0
2026-07-20,multi-game (independent),4,all-sports,23605890,0
2026-07-20,multi-game (independent),4,mixed,57766,0
2026-07-20,multi-game (independent),5-7,all-sports,47609767,0
2026-07-20,multi-game (independent),5-7,mixed,92797,0
2026-07-20,multi-game (independent),8+,all-sports,169541824,0
2026-07-20,multi-game (independent),8+,mixed,158451,0
2026-07-20,same-game (correlated),2,all-nonsports,222258,0
2026-07-20,same-game (correlated),2,all-sports,7559250,0
2026-07-20,same-game (correlated),3,all-nonsports,142380,0
2026-07-20,same-game (correlated),3,all-sports,6139231,0
2026-07-20,same-game (correlated),3,mixed,1139256,0
2026-07-20,same-game (correlated),4,all-nonsports,159460,0
2026-07-20,same-game (correlated),4,all-sports,4738458,0
2026-07-20,same-game (correlated),4,mixed,5819,0
2026-07-20,same-game (correlated),5-7,all-nonsports,623696,0
2026-07-20,same-game (correlated),5-7,all-sports,12340001,0
2026-07-20,same-game (correlated),5-7,mixed,39923,0
2026-07-20,same-game (correlated),8+,all-nonsports,14531,0
2026-07-20,same-game (correlated),8+,all-sports,49549351,0
2026-07-20,same-game (correlated),8+,mixed,1554280,0
2026-07-20,unclassified (pending legs),unknown,unknown,112916,1
2026-07-21,multi-game (independent),2,all-sports,26235337,0
2026-07-21,multi-game (independent),2,mixed,52431,0
2026-07-21,multi-game (independent),3,all-sports,29371831,0
2026-07-21,multi-game (independent),3,mixed,67756,0
2026-07-21,multi-game (independent),4,all-sports,25378390,0
2026-07-21,multi-game (independent),4,mixed,51354,0
2026-07-21,multi-game (independent),5-7,all-sports,54821127,0
2026-07-21,multi-game (independent),5-7,mixed,139516,0
2026-07-21,multi-game (independent),8+,all-sports,183733532,0
2026-07-21,multi-game (independent),8+,mixed,162843,0
2026-07-21,same-game (correlated),2,all-nonsports,323458,0
2026-07-21,same-game (correlated),2,all-sports,5177823,0
2026-07-21,same-game (correlated),3,all-nonsports,151652,0
2026-07-21,same-game (correlated),3,all-sports,4101565,0
2026-07-21,same-game (correlated),3,mixed,11067,0
2026-07-21,same-game (correlated),4,all-nonsports,159063,0
2026-07-21,same-game (correlated),4,all-sports,6006337,0
2026-07-21,same-game (correlated),4,mixed,22356,0
2026-07-21,same-game (correlated),5-7,all-nonsports,657575,0
2026-07-21,same-game (correlated),5-7,all-sports,14347181,0
2026-07-21,same-game (correlated),5-7,mixed,69174,0
2026-07-21,same-game (correlated),8+,all-nonsports,34916,0
2026-07-21,same-game (correlated),8+,all-sports,60824353,0
2026-07-21,same-game (correlated),8+,mixed,1971763,0
2026-07-21,unclassified (pending legs),unknown,unknown,33211,1
2026-07-22,multi-game (independent),2,all-sports,32799475,0
2026-07-22,multi-game (independent),2,mixed,94249,0
2026-07-22,multi-game (independent),3,all-sports,38281804,0
2026-07-22,multi-game (independent),3,mixed,61196,0
2026-07-22,multi-game (independent),4,all-sports,33044405,0
2026-07-22,multi-game (independent),4,mixed,47961,0
2026-07-22,multi-game (independent),5-7,all-sports,84423196,0
2026-07-22,multi-game (independent),5-7,mixed,175196,0
2026-07-22,multi-game (independent),8+,all-sports,129890812,0
2026-07-22,multi-game (independent),8+,mixed,208784,0
2026-07-22,same-game (correlated),2,all-nonsports,347661,0
2026-07-22,same-game (correlated),2,all-sports,8081423,0
2026-07-22,same-game (correlated),3,all-nonsports,163782,0
2026-07-22,same-game (correlated),3,all-sports,5400361,0
2026-07-22,same-game (correlated),3,mixed,326810,0
2026-07-22,same-game (correlated),4,all-nonsports,165460,0
2026-07-22,same-game (correlated),4,all-sports,8533764,0
2026-07-22,same-game (correlated),4,mixed,26736,0
2026-07-22,same-game (correlated),5-7,all-nonsports,492668,0
2026-07-22,same-game (correlated),5-7,all-sports,22540070,0
2026-07-22,same-game (correlated),5-7,mixed,147609,0
2026-07-22,same-game (correlated),8+,all-nonsports,21290,0
2026-07-22,same-game (correlated),8+,all-sports,133662087,0
2026-07-22,same-game (correlated),8+,mixed,2135467,0
2026-07-22,unclassified (pending legs),unknown,unknown,33455,1
2026-07-23,multi-game (independent),2,all-sports,21882339,0
2026-07-23,multi-game (independent),2,mixed,121397,0
2026-07-23,multi-game (independent),3,all-sports,13384020,0
2026-07-23,multi-game (independent),3,mixed,122310,0
2026-07-23,multi-game (independent),4,all-sports,11383405,0
2026-07-23,multi-game (independent),4,mixed,34135,0
2026-07-23,multi-game (independent),5-7,all-sports,35556479,0
2026-07-23,multi-game (independent),5-7,mixed,131451,0
2026-07-23,multi-game (independent),8+,all-sports,62174931,0
2026-07-23,multi-game (independent),8+,mixed,85165,0
2026-07-23,same-game (correlated),2,all-nonsports,327737,0
2026-07-23,same-game (correlated),2,all-sports,9067527,0
2026-07-23,same-game (correlated),3,all-nonsports,221694,0
2026-07-23,same-game (correlated),3,all-sports,7028554,0
2026-07-23,same-game (correlated),3,mixed,25473,0
2026-07-23,same-game (correlated),4,all-nonsports,186877,0
2026-07-23,same-game (correlated),4,all-sports,7635485,0
2026-07-23,same-game (correlated),4,mixed,34832,0
2026-07-23,same-game (correlated),5-7,all-nonsports,879644,0
2026-07-23,same-game (correlated),5-7,all-sports,15542700,0
2026-07-23,same-game (correlated),5-7,mixed,134795,0
2026-07-23,same-game (correlated),8+,all-nonsports,37036,0
2026-07-23,same-game (correlated),8+,all-sports,62030778,0
2026-07-23,same-game (correlated),8+,mixed,1291281,0
2026-07-23,unclassified (pending legs),unknown,unknown,37073,1
2026-07-24,multi-game (independent),2,all-sports,26544837,0
2026-07-24,multi-game (independent),2,mixed,129020,0
2026-07-24,multi-game (independent),3,all-sports,28478285,0
2026-07-24,multi-game (independent),3,mixed,55680,0
2026-07-24,multi-game (independent),4,all-sports,27282911,0
2026-07-24,multi-game (independent),4,mixed,41485,0
2026-07-24,multi-game (independent),5-7,all-sports,78343040,0
2026-07-24,multi-game (independent),5-7,mixed,101367,0
2026-07-24,multi-game (independent),8+,all-sports,203836012,0
2026-07-24,multi-game (independent),8+,mixed,164549,0
2026-07-24,same-game (correlated),2,all-nonsports,350946,0
2026-07-24,same-game (correlated),2,all-sports,7199291,0
2026-07-24,same-game (correlated),3,all-nonsports,221744,0
2026-07-24,same-game (correlated),3,all-sports,5344727,0
2026-07-24,same-game (correlated),3,mixed,12799,0
2026-07-24,same-game (correlated),4,all-nonsports,208790,0
2026-07-24,same-game (correlated),4,all-sports,6990644,0
2026-07-24,same-game (correlated),4,mixed,45225,0
2026-07-24,same-game (correlated),5-7,all-nonsports,843344,0
2026-07-24,same-game (correlated),5-7,all-sports,18020507,0
2026-07-24,same-game (correlated),5-7,mixed,134072,0
2026-07-24,same-game (correlated),8+,all-nonsports,12756,0
2026-07-24,same-game (correlated),8+,all-sports,69314436,0
2026-07-24,same-game (correlated),8+,mixed,2223225,0
2026-07-24,unclassified (pending legs),unknown,unknown,26782,1
2026-07-25,multi-game (independent),2,all-sports,31867286,0
2026-07-25,multi-game (independent),2,mixed,172926,0
2026-07-25,multi-game (independent),3,all-sports,37742415,0
2026-07-25,multi-game (independent),3,mixed,49309,0
2026-07-25,multi-game (independent),4,all-sports,38429343,0
2026-07-25,multi-game (independent),4,mixed,63947,0
2026-07-25,multi-game (independent),5-7,all-sports,94452657,0
2026-07-25,multi-game (independent),5-7,mixed,126306,0
2026-07-25,multi-game (independent),8+,all-sports,220587908,0
2026-07-25,multi-game (independent),8+,mixed,192110,0
2026-07-25,same-game (correlated),2,all-nonsports,291040,0
2026-07-25,same-game (correlated),2,all-sports,8031548,0
2026-07-25,same-game (correlated),3,all-nonsports,176345,0
2026-07-25,same-game (correlated),3,all-sports,5208794,0
2026-07-25,same-game (correlated),3,mixed,20210,0
2026-07-25,same-game (correlated),4,all-nonsports,190595,0
2026-07-25,same-game (correlated),4,all-sports,7397153,0
2026-07-25,same-game (correlated),4,mixed,19998,0
2026-07-25,same-game (correlated),5-7,all-nonsports,829643,0
2026-07-25,same-game (correlated),5-7,all-sports,19605885,0
2026-07-25,same-game (correlated),5-7,mixed,157216,0
2026-07-25,same-game (correlated),8+,all-nonsports,39531,0
2026-07-25,same-game (correlated),8+,all-sports,77880168,0
2026-07-25,same-game (correlated),8+,mixed,1826696,0
2026-07-25,unclassified (pending legs),unknown,unknown,37516,1
2026-07-26,multi-game (independent),2,all-sports,27581962,0
2026-07-26,multi-game (independent),2,mixed,142553,0
2026-07-26,multi-game (independent),3,all-sports,24462874,0
2026-07-26,multi-game (independent),3,mixed,57487,0
2026-07-26,multi-game (independent),4,all-sports,23294768,0
2026-07-26,multi-game (independent),4,mixed,38732,0
2026-07-26,multi-game (independent),5-7,all-sports,50475265,0
2026-07-26,multi-game (independent),5-7,mixed,103962,0
2026-07-26,multi-game (independent),8+,all-sports,131901078,0
2026-07-26,multi-game (independent),8+,mixed,194675,0
2026-07-26,same-game (correlated),2,all-nonsports,312607,0
2026-07-26,same-game (correlated),2,all-sports,9509221,0
2026-07-26,same-game (correlated),3,all-nonsports,184918,0
2026-07-26,same-game (correlated),3,all-sports,7279992,0
2026-07-26,same-game (correlated),3,mixed,23162,0
2026-07-26,same-game (correlated),4,all-nonsports,249255,0
2026-07-26,same-game (correlated),4,all-sports,8077315,0
2026-07-26,same-game (correlated),4,mixed,33696,0
2026-07-26,same-game (correlated),5-7,all-nonsports,713058,0
2026-07-26,same-game (correlated),5-7,all-sports,18189672,0
2026-07-26,same-game (correlated),5-7,mixed,144124,0
2026-07-26,same-game (correlated),8+,all-nonsports,50966,0
2026-07-26,same-game (correlated),8+,all-sports,58945313,0
2026-07-26,same-game (correlated),8+,mixed,1764160,0
2026-07-26,unclassified (pending legs),unknown,unknown,52248,1
2026-07-27,multi-game (independent),2,all-sports,25690522,0
2026-07-27,multi-game (independent),2,mixed,83593,0
2026-07-27,multi-game (independent),3,all-sports,28870621,0
2026-07-27,multi-game (independent),3,mixed,33533,0
2026-07-27,multi-game (independent),4,all-sports,28112936,0
2026-07-27,multi-game (independent),4,mixed,54718,0
2026-07-27,multi-game (independent),5-7,all-sports,55185482,0
2026-07-27,multi-game (independent),5-7,mixed,159804,0
2026-07-27,multi-game (independent),8+,all-sports,146982184,0
2026-07-27,multi-game (independent),8+,mixed,195263,0
2026-07-27,same-game (correlated),2,all-nonsports,215668,0
2026-07-27,same-game (correlated),2,all-sports,6286050,0
2026-07-27,same-game (correlated),3,all-nonsports,172960,0
2026-07-27,same-game (correlated),3,all-sports,4433350,0
2026-07-27,same-game (correlated),3,mixed,63746,0
2026-07-27,same-game (correlated),4,all-nonsports,191014,0
2026-07-27,same-game (correlated),4,all-sports,6181280,0
2026-07-27,same-game (correlated),4,mixed,15176,0
2026-07-27,same-game (correlated),5-7,all-nonsports,879411,0
2026-07-27,same-game (correlated),5-7,all-sports,17283524,0
2026-07-27,same-game (correlated),5-7,mixed,78180,0
2026-07-27,same-game (correlated),8+,all-nonsports,26937,0
2026-07-27,same-game (correlated),8+,all-sports,73094314,0
2026-07-27,same-game (correlated),8+,mixed,2161243,0
2026-07-27,unclassified (pending legs),unknown,unknown,144414,1
2026-07-28,multi-game (independent),2,all-sports,28045053,0
2026-07-28,multi-game (independent),2,mixed,65504,0
2026-07-28,multi-game (independent),3,all-sports,30598303,0
2026-07-28,multi-game (independent),3,mixed,36227,0
2026-07-28,multi-game (independent),4,all-sports,27276854,0
2026-07-28,multi-game (independent),4,mixed,63052,0
2026-07-28,multi-game (independent),5-7,all-sports,66098882,0
2026-07-28,multi-game (independent),5-7,mixed,118462,0
2026-07-28,multi-game (independent),8+,all-sports,140382474,0
2026-07-28,multi-game (independent),8+,mixed,203128,0
2026-07-28,same-game (correlated),2,all-nonsports,273597,0
2026-07-28,same-game (correlated),2,all-sports,7982111,0
2026-07-28,same-game (correlated),3,all-nonsports,195922,0
2026-07-28,same-game (correlated),3,all-sports,4365885,0
2026-07-28,same-game (correlated),3,mixed,486578,0
2026-07-28,same-game (correlated),4,all-nonsports,160541,0
2026-07-28,same-game (correlated),4,all-sports,6900148,0
2026-07-28,same-game (correlated),4,mixed,9300,0
2026-07-28,same-game (correlated),5-7,all-nonsports,886259,0
2026-07-28,same-game (correlated),5-7,all-sports,18535667,0
2026-07-28,same-game (correlated),5-7,mixed,141050,0
2026-07-28,same-game (correlated),8+,all-nonsports,28520,0
2026-07-28,same-game (correlated),8+,all-sports,111687726,0
2026-07-28,same-game (correlated),8+,mixed,1097731,0
2026-07-28,unclassified (pending legs),unknown,unknown,186968,1
2026-07-29,multi-game (independent),2,all-sports,36480288,0
2026-07-29,multi-game (independent),2,mixed,43827,0
2026-07-29,multi-game (independent),3,all-sports,37055527,0
2026-07-29,multi-game (independent),3,mixed,83274,0
2026-07-29,multi-game (independent),4,all-sports,30771591,0
2026-07-29,multi-game (independent),4,mixed,45893,0
2026-07-29,multi-game (independent),5-7,all-sports,65978032,0
2026-07-29,multi-game (independent),5-7,mixed,119556,0
2026-07-29,multi-game (independent),8+,all-sports,153435171,0
2026-07-29,multi-game (independent),8+,mixed,206220,0
2026-07-29,same-game (correlated),2,all-nonsports,263453,0
2026-07-29,same-game (correlated),2,all-sports,8077240,0
2026-07-29,same-game (correlated),3,all-nonsports,183840,0
2026-07-29,same-game (correlated),3,all-sports,6404137,0
2026-07-29,same-game (correlated),3,mixed,9090,0
2026-07-29,same-game (correlated),4,all-nonsports,162347,0
2026-07-29,same-game (correlated),4,all-sports,9211915,0
2026-07-29,same-game (correlated),4,mixed,9291,0
2026-07-29,same-game (correlated),5-7,all-nonsports,631432,0
2026-07-29,same-game (correlated),5-7,all-sports,23922072,0
2026-07-29,same-game (correlated),5-7,mixed,82457,0
2026-07-29,same-game (correlated),8+,all-sports,94345401,0
2026-07-29,same-game (correlated),8+,mixed,1601015,0
2026-07-29,unclassified (pending legs),unknown,unknown,201031,1
2026-07-30,multi-game (independent),2,all-sports,31627998,0
2026-07-30,multi-game (independent),2,mixed,41688,0
2026-07-30,multi-game (independent),3,all-sports,30429929,0
2026-07-30,multi-game (independent),3,mixed,54639,0
2026-07-30,multi-game (independent),4,all-sports,25579812,0
